type,question,answer,explanation
MCQ_Director,"Ai là đạo diễn của phim 'Cars'?
A. Jonathan Demme
B. Q3772
C. John Lasseter
D. Craig Chester",C,Đạo diễn của 'Cars' là John Lasseter.
Family_YesNo,Mark Wahlberg có phải là cha/mẹ của Alma Elaine Donnelly không?,No,"Sai, Mark Wahlberg là con của Alma Elaine Donnelly."
MCQ_Director,"Ai là đạo diễn của phim 'E.T. the Extra-Terrestrial'?
A. George Lucas
B. Michael Bay
C. Francis Lawrence
D. Steven Spielberg",D,Đạo diễn của 'E.T. the Extra-Terrestrial' là Steven Spielberg.
2-hop_CoActor,Emily Stofle và Terrence Malick có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Arnold Schwarzenegger có tham gia bộ phim 'The Expendables 2' không?,Yes,"Đúng, Arnold Schwarzenegger là diễn viên trong phim The Expendables 2."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Avengers' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Avengers."
Family_YesNo,Charlie Carver có phải là cha/mẹ của Robert Martensen không?,No,"Sai, Charlie Carver là con của Robert Martensen."
Family_YesNo,Faran Tahir có phải là cha/mẹ của Naeem Tahir không?,No,"Sai, Faran Tahir là con của Naeem Tahir."
MCQ_Director,"Ai là đạo diễn của phim 'Mission: Impossible – Ghost Protocol'?
A. Byron Howard
B. Raja Gosnell
C. Brad Bird
D. Steve Antin",C,Đạo diễn của 'Mission: Impossible – Ghost Protocol' là Brad Bird.
2-hop_CoActor,Ronda Rousey và Mel Gibson có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Expendables 3'."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Rambo: First Blood Part II' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Rambo: First Blood Part II."
2-hop_CoActor,Emily Stofle và Bridget Fonda có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Logan Marshall-Green và Shailene Woodley có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Snowden'."
MCQ_Director,"Ai là đạo diễn của phim 'Spider-Man'?
A. Neil Burger
B. Sam Raimi
C. Stephane Gauger
D. Terry Gilliam",B,Đạo diễn của 'Spider-Man' là Sam Raimi.
2-hop_CoActor,Emily Stofle và Luke Murray có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Emily Stofle và Steven Spielberg có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'Iron Man 2'?
A. Jon Favreau
B. Steven C. Miller
C. Jon Watts
D. Michael Bay",A,Đạo diễn của 'Iron Man 2' là Jon Favreau.
MCQ_Director,"Ai là đạo diễn của phim 'The Suicide Squad'?
A. James Gunn
B. David O. Russell
C. Todd Phillips
D. Sam Raimi",A,Đạo diễn của 'The Suicide Squad' là James Gunn.
MCQ_Director,"Ai là đạo diễn của phim 'Live in Bucharest: The Dangerous Tour'?
A. Timothy Linh Bui
B. Michael Jackson
C. Bruce Lee
D. Mike Mitchell",B,Đạo diễn của 'Live in Bucharest: The Dangerous Tour' là Michael Jackson.
Family_YesNo,Daniel Craig có phải là cha/mẹ của Carol Olivia Williams không?,No,"Sai, Daniel Craig là con của Carol Olivia Williams."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Things You Can Tell Just by Looking at Her' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Things You Can Tell Just by Looking at Her."
2-hop_CoActor,Emily Stofle và Vincent Cox có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của Christopher Reeve là ai?,F. D. Reeve,F. D. Reeve là cha/mẹ của Christopher Reeve.
2-hop_CoActor,Joseph Gordon-Levitt và Shailene Woodley có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Snowden'."
Family_YesNo,Finneas O'Connell có phải là cha/mẹ của Patrick O'Connell không?,No,"Sai, Finneas O'Connell là con của Patrick O'Connell."
1-hop_YesNo,Salma Hayek có tham gia bộ phim 'House of Gucci' không?,Yes,"Đúng, Salma Hayek là diễn viên trong phim House of Gucci."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Philadelphia' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Philadelphia."
MCQ_Director,"Ai là đạo diễn của phim 'The SpongeBob Movie: Sponge Out of Water'?
A. Linh Nga
B. Mike Mitchell
C. James Wan
D. Joe Johnston",B,Đạo diễn của 'The SpongeBob Movie: Sponge Out of Water' là Mike Mitchell.
2-hop_CoActor,Timothy Olyphant và Logan Marshall-Green có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Snowden'."
2-hop_CoActor,Emily Stofle và Ross Bagdasarian Jr. có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'Frances Ha'?
A. Destin Daniel Cretton
B. Noah Baumbach
C. John Hamburg
D. George Clooney",B,Đạo diễn của 'Frances Ha' là Noah Baumbach.
Family_YesNo,Douglas Smith có phải là cha/mẹ của Maurice Smith không?,No,"Sai, Douglas Smith là con của Maurice Smith."
1-hop_YesNo,Bradley Cooper có tham gia bộ phim 'American Hustle' không?,Yes,"Đúng, Bradley Cooper là diễn viên trong phim American Hustle."
1-hop_YesNo,Whoopi Goldberg có tham gia bộ phim 'Miss Americana' không?,Yes,"Đúng, Whoopi Goldberg là diễn viên trong phim Miss Americana."
2-hop_CoActor,Emily Stofle và Anne Spielberg có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của Lorenzo Lamas là ai?,Fernando Lamas,Fernando Lamas là cha/mẹ của Lorenzo Lamas.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Elvis' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Elvis."
Family,Cha/Mẹ của Lorenzo Lamas là ai?,Arlene Dahl,Arlene Dahl là cha/mẹ của Lorenzo Lamas.
Family_YesNo,Helen Hunt có phải là cha/mẹ của Jane Elizabeth Novis không?,No,"Sai, Helen Hunt là con của Jane Elizabeth Novis."
2-hop_CoActor,Emily Stofle và Bud Brown có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'The Hangover'?
A. Todd Phillips
B. Drake Doremus
C. Dan Povenmire
D. Damien Chazelle",A,Đạo diễn của 'The Hangover' là Todd Phillips.
1-hop_YesNo,Bill Paxton có tham gia bộ phim 'True Lies' không?,Yes,"Đúng, Bill Paxton là diễn viên trong phim True Lies."
MCQ_Director,"Ai là đạo diễn của phim 'Jackpot'?
A. Michael Bay
B. Victor Vu
C. Patrick Wilson
D. Dustin Nguyen",D,Đạo diễn của 'Jackpot' là Dustin Nguyen.
Family_YesNo,Donald Trump có phải là cha/mẹ của Fred Trump không?,No,"Sai, Donald Trump là con của Fred Trump."
MCQ_Director,"Ai là đạo diễn của phim 'Fantastic Mr. Fox'?
A. Wes Anderson
B. Christopher McQuarrie
C. Patrick Wilson
D. Stephane Gauger",A,Đạo diễn của 'Fantastic Mr. Fox' là Wes Anderson.
2-hop_CoActor,Emily Stofle và Abram Zimmerman có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của Mel Gibson là ai?,Anne Patricia Reilly,Anne Patricia Reilly là cha/mẹ của Mel Gibson.
Family,Cha/Mẹ của Geraldine Chaplin là ai?,Oona O'Neill,Oona O'Neill là cha/mẹ của Geraldine Chaplin.
MCQ_Director,"Ai là đạo diễn của phim 'Joker'?
A. Chris Buck
B. Todd Phillips
C. Jon M. Chu
D. Steve Antin",B,Đạo diễn của 'Joker' là Todd Phillips.
2-hop_CoActor,Emily Stofle và Lucila Solá có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Emily Stofle và Herbie Hancock có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của Damon Wayans Jr. là ai?,Damon Wayans,Damon Wayans là cha/mẹ của Damon Wayans Jr..
1-hop_YesNo,Ted Levine có tham gia bộ phim 'Heat' không?,Yes,"Đúng, Ted Levine là diễn viên trong phim Heat."
Family,Cha/Mẹ của Cuba Gooding Jr. là ai?,Cuba Gooding Sr.,Cuba Gooding Sr. là cha/mẹ của Cuba Gooding Jr..
MCQ_Director,"Ai là đạo diễn của phim 'Love in Disguise'?
A. Wang Leehom
B. James Gunn
C. John Singleton
D. Brad Bird",A,Đạo diễn của 'Love in Disguise' là Wang Leehom.
1-hop_YesNo,Jennifer Morrison có tham gia bộ phim 'Bombshell' không?,Yes,"Đúng, Jennifer Morrison là diễn viên trong phim Bombshell."
Family,Cha/Mẹ của Allison Janney là ai?,Macy Brooks Janney,Macy Brooks Janney là cha/mẹ của Allison Janney.
Family_YesNo,Barbra Streisand có phải là cha/mẹ của Emanuel Streisand không?,No,"Sai, Barbra Streisand là con của Emanuel Streisand."
MCQ_Director,"Ai là đạo diễn của phim 'The Departed'?
A. Shane Black
B. Martin Scorsese
C. Jaume Collet-Serra
D. Joss Whedon",B,Đạo diễn của 'The Departed' là Martin Scorsese.
1-hop_YesNo,Pedro Pascal có tham gia bộ phim 'The Adjustment Bureau' không?,Yes,"Đúng, Pedro Pascal là diễn viên trong phim The Adjustment Bureau."
2-hop_CoActor,Daniel Henney và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Last Stand'."
Family_YesNo,Jim Carrey có phải là cha/mẹ của Percy Carrey không?,No,"Sai, Jim Carrey là con của Percy Carrey."
MCQ_Director,"Ai là đạo diễn của phim 'Bicentennial Man'?
A. Q2444076
B. Shane Black
C. Chris Columbus
D. Sam Raimi",C,Đạo diễn của 'Bicentennial Man' là Chris Columbus.
MCQ_Director,"Ai là đạo diễn của phim 'Ralph Breaks the Internet'?
A. Rich Moore
B. David O. Russell
C. Paul Thomas Anderson
D. Jordan Peele",A,Đạo diễn của 'Ralph Breaks the Internet' là Rich Moore.
MCQ_Director,"Ai là đạo diễn của phim 'The Big Short'?
A. Adam McKay
B. Patrick Wilson
C. Jaume Collet-Serra
D. Sam Raimi",A,Đạo diễn của 'The Big Short' là Adam McKay.
2-hop_CoActor,Emily Stofle và Daniel Davies có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'Spider-Man 3'?
A. John Lasseter
B. Sam Raimi
C. Elizabeth Banks
D. Shawn Levy",B,Đạo diễn của 'Spider-Man 3' là Sam Raimi.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'RED' không?,No,"Sai, Martha Lynch Levacy không tham gia phim RED."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Miss Peregrine's Home for Peculiar Children' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Miss Peregrine's Home for Peculiar Children."
2-hop_CoActor,Eddie Murphy và Raven-Symoné có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Dr. Dolittle 2'."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Air Force One' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Air Force One."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Man Who Wasn't There' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Man Who Wasn't There."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Freddy's Dead: The Final Nightmare' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Freddy's Dead: The Final Nightmare."
2-hop_CoActor,Jaimie Alexander và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Last Stand'."
MCQ_Director,"Ai là đạo diễn của phim 'Dawn of the Planet of the Apes'?
A. James Gunn
B. Tommy Wiseau
C. Matt Reeves
D. Craig Chester",C,Đạo diễn của 'Dawn of the Planet of the Apes' là Matt Reeves.
2-hop_CoActor,J. K. Simmons và Douglas Smith có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Terminator Genisys'."
1-hop_YesNo,Jenna Ortega có tham gia bộ phim 'Beetlejuice Beetlejuice' không?,Yes,"Đúng, Jenna Ortega là diễn viên trong phim Beetlejuice Beetlejuice."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Rise of the Planet of the Apes' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Rise of the Planet of the Apes."
Family_YesNo,Mariah Carey có phải là cha/mẹ của Alfred Roy Carey không?,No,"Sai, Mariah Carey là con của Alfred Roy Carey."
Family_YesNo,Wallace Shawn có phải là cha/mẹ của William Shawn không?,No,"Sai, Wallace Shawn là con của William Shawn."
1-hop_YesNo,Jon Favreau có tham gia bộ phim 'The Wolf of Wall Street' không?,Yes,"Đúng, Jon Favreau là diễn viên trong phim The Wolf of Wall Street."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Spotlight' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Spotlight."
Family,Cha/Mẹ của Harrison Ford là ai?,Dorothy Ford,Dorothy Ford là cha/mẹ của Harrison Ford.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Conclave' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Conclave."
MCQ_Director,"Ai là đạo diễn của phim 'Philadelphia'?
A. Steven Soderbergh
B. Michael Patrick King
C. John Krasinski
D. Jonathan Demme",D,Đạo diễn của 'Philadelphia' là Jonathan Demme.
MCQ_Director,"Ai là đạo diễn của phim 'Wall Street: Money Never Sleeps'?
A. Stephane Gauger
B. Oliver Stone
C. Christopher McQuarrie
D. Ryan Murphy",B,Đạo diễn của 'Wall Street: Money Never Sleeps' là Oliver Stone.
Family,Cha/Mẹ của David Lynch là ai?,Sunny Lynch,Sunny Lynch là cha/mẹ của David Lynch.
Family,Cha/Mẹ của Tyler Posey là ai?,John Posey,John Posey là cha/mẹ của Tyler Posey.
MCQ_Director,"Ai là đạo diễn của phim 'Mistress America'?
A. Jordan Peele
B. Noah Baumbach
C. Raja Gosnell
D. Q2444076",B,Đạo diễn của 'Mistress America' là Noah Baumbach.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Ant-Man and the Wasp' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Ant-Man and the Wasp."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'A Good Day to Die Hard' không?,No,"Sai, Martha Lynch Levacy không tham gia phim A Good Day to Die Hard."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Indiana Jones and the Dial of Destiny' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Indiana Jones and the Dial of Destiny."
1-hop_YesNo,David Spade có tham gia bộ phim 'Jack and Jill' không?,Yes,"Đúng, David Spade là diễn viên trong phim Jack and Jill."
Family_YesNo,Jaden Smith có phải là cha/mẹ của Will Smith không?,No,"Sai, Jaden Smith là con của Will Smith."
Family,Cha/Mẹ của Mark Wahlberg là ai?,Alma Elaine Donnelly,Alma Elaine Donnelly là cha/mẹ của Mark Wahlberg.
Family,Cha/Mẹ của Adrien Brody là ai?,Elliott Brody,Elliott Brody là cha/mẹ của Adrien Brody.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Big Fish' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Big Fish."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Kingsman: The Secret Service' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Kingsman: The Secret Service."
MCQ_Director,"Ai là đạo diễn của phim 'JFK'?
A. Chris Columbus
B. Drew Pearce
C. Maggie Gyllenhaal
D. Oliver Stone",D,Đạo diễn của 'JFK' là Oliver Stone.
MCQ_Director,"Ai là đạo diễn của phim 'A Star Is Born'?
A. Richard Kelly
B. Barry Jenkins
C. Bradley Cooper
D. Steven Soderbergh",C,Đạo diễn của 'A Star Is Born' là Bradley Cooper.
Family,Cha/Mẹ của Brandon Lee là ai?,Linda Lee Cadwell,Linda Lee Cadwell là cha/mẹ của Brandon Lee.
MCQ_Director,"Ai là đạo diễn của phim 'Inherent Vice'?
A. Michael Crichton
B. Stephane Gauger
C. Paul Thomas Anderson
D. Taylor Swift",C,Đạo diễn của 'Inherent Vice' là Paul Thomas Anderson.
Family,Cha/Mẹ của Matt Damon là ai?,Nancy June Carlsson Page,Nancy June Carlsson Page là cha/mẹ của Matt Damon.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Catch Me If You Can' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Catch Me If You Can."
Family_YesNo,Joseph Gordon-Levitt có phải là cha/mẹ của Q132830262 không?,No,"Sai, Joseph Gordon-Levitt là con của Q132830262."
Family_YesNo,Bruce Lee có phải là cha/mẹ của Grace Ho không?,No,"Sai, Bruce Lee là con của Grace Ho."
MCQ_Director,"Ai là đạo diễn của phim 'Marriage Story'?
A. Lin-Manuel Miranda
B. Victor Vu
C. Noah Baumbach
D. Martin Scorsese",C,Đạo diễn của 'Marriage Story' là Noah Baumbach.
2-hop_CoActor,Dolph Lundgren và Bruce Willis có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Expendables'."
2-hop_CoActor,Emily Stofle và Sean Stone có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Last Looks' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Last Looks."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Jungle Book' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Jungle Book."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Silence of the Lambs' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Silence of the Lambs."
2-hop_CoActor,Emily Stofle và Elle Macpherson có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'Ant-Man and the Wasp: Quantumania'?
A. Peyton Reed
B. Charlie Kaufman
C. Jennifer Lee
D. John Krasinski",A,Đạo diễn của 'Ant-Man and the Wasp: Quantumania' là Peyton Reed.
1-hop_YesNo,Robert De Niro có tham gia bộ phim 'The Godfather Part II' không?,Yes,"Đúng, Robert De Niro là diễn viên trong phim The Godfather Part II."
